timestamp,items_completed,total_items,overall_r_squared,overall_rating,instantaneous_r_squared,instantaneous_rating
2025-07-10 21:39:21,1,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:21,2,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:21,3,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,4,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,5,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,6,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,7,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,8,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,9,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,10,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,11,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,12,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:22,13,38535,N/A,N/A,N/A,N/A
2025-07-10 21:39:23,14,38535,0.7588,1625.58,N/A,N/A
2025-07-10 21:39:23,15,38535,0.3903,1780.85,0.3903,1780.85
2025-07-10 21:39:23,16,38535,0.3903,1780.85,N/A,N/A
2025-07-10 21:39:23,17,38535,0.3466,1772.67,N/A,N/A
2025-07-10 21:39:23,18,38535,0.3112,1764.83,N/A,N/A
2025-07-10 21:39:23,19,38535,0.2831,1756.91,N/A,N/A
2025-07-10 21:39:23,20,38535,0.2614,1748.48,N/A,N/A
2025-07-10 21:39:23,21,38535,0.2456,1739.08,N/A,N/A
2025-07-10 21:39:23,22,38535,0.2352,1728.21,N/A,N/A
2025-07-10 21:39:23,23,38535,0.2300,1715.34,N/A,N/A
2025-07-10 21:39:23,24,38535,0.2300,1699.83,N/A,N/A
2025-07-10 21:39:23,25,38535,0.2354,1680.97,N/A,N/A
2025-07-10 21:39:23,26,38535,0.2443,1645.96,N/A,N/A
2025-07-10 21:39:23,27,38535,0.2439,1601.97,N/A,N/A
